Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date,SqFt,# Beds
Duplex,0.77,2019,8,20,8/1/19,3762.0,4.0
Single Family Resi,2.03,2019,8,20,8/14/19,1455.0,3.0
Single Family Resi,1.5,2019,8,20,8/17/19,1998.0,4.0
Single Family Resi,1.46,2019,8,20,8/5/19,2159.0,4.0
Condominium,1.82,2019,8,20,8/1/19,1732.0,3.0
Single Family Resi,2.53,2019,8,20,8/21/19,1264.0,2.0
Single Family Resi,1.81,2019,8,20,8/15/19,1809.0,4.0
Single Family Resi,2.21,2019,8,20,8/1/19,1632.0,4.0
Single Family Resi,1.61,2019,8,20,8/10/19,2300.0,3.0
Single Family Resi,1.61,2019,8,20,8/30/19,2361.0,3.0
Apartment,1.44,2019,8,20,8/12/19,3135.0,4.0
Single Family Resi,2.45,2019,8,20,8/15/19,1837.0,4.0
Single Family Resi,2.53,2019,8,20,8/23/19,376.0,1.0
Duplex,0.71,2019,8,20,8/22/19,1392.0,1.0
Single Family Resi,2.08,2019,8,20,8/7/19,624.0,1.0
Single Family Resi,3.25,2019,8,20,8/5/19,400.0,1.0
Single Family Resi,0.78,2019,8,20,8/1/19,1732.0,2.0
Duplex,1.16,2019,8,20,8/9/19,1200.0,3.0
Duplex,3.18,2019,8,20,8/24/19,440.0,1.0
Duplex,3.06,2019,8,20,8/26/19,490.0,1.0
Single Family Resi,1.82,2019,8,20,8/8/19,822.0,2.0
Duplex,0.85,2019,8,20,8/4/19,1770.0,2.0
Duplex,2.65,2019,8,20,8/20/19,586.0,1.0
Condominium,2.42,2019,8,20,8/22/19,640.0,1.0
Single Family Resi,1.51,2019,8,20,8/7/19,1025.0,3.0
Single Family Resi,1.7,2019,8,20,8/1/19,931.0,2.0
Condominium,2.12,2019,8,20,8/14/19,755.0,1.0
Condominium,2.25,2019,8,20,8/15/19,778.0,1.0
Single Family Resi,1.44,2019,8,20,8/10/19,1212.0,2.0
Duplex,1.23,2019,8,20,8/12/19,1460.0,3.0
Single Family Resi,3.13,2019,8,20,8/9/19,576.0,2.0
Single Family Resi,2.2,2019,8,20,8/16/19,852.0,1.0
Condominium,2.03,2019,8,20,8/15/19,936.0,2.0
Condominium,2.2,2019,8,20,8/12/19,865.0,1.0
Single Family Resi,2.18,2019,8,20,8/14/19,880.0,2.0
Single Family Resi,1.6,2019,8,20,8/15/19,1216.0,3.0
Single Family Resi,2.29,2019,8,20,8/15/19,870.0,2.0
Single Family Resi,1.67,2019,8,20,8/16/19,1193.0,3.0
Single Family Resi,2.47,2019,8,20,8/7/19,808.0,2.0
Single Family Resi,2.43,2019,8,20,8/10/19,820.0,2.0
Condominium,1.62,2019,8,20,8/1/19,1231.0,1.0
Single Family Resi,2.86,2019,8,20,8/2/19,700.0,1.0
Condominium,2.32,2019,8,20,8/26/19,861.0,2.0
Single Family Resi,2.02,2019,8,20,8/1/19,1015.0,3.0
Single Family Resi,2.59,2019,8,20,8/1/19,792.0,2.0
Single Family Resi,1.51,2019,8,20,8/13/19,1391.0,3.0
Condominium,2.09,2019,8,20,8/2/19,1003.0,1.0
Single Family Resi,1.32,2019,8,20,8/15/19,1590.0,3.0
Single Family Resi,1.34,2019,8,20,8/21/19,1600.0,2.0
Condominium,3.04,2019,8,20,8/1/19,707.0,1.0
Condominium,2.18,2019,8,20,8/26/19,1034.0,2.0
Single Family Resi,2.2,2019,8,20,8/11/19,1022.0,2.0
Single Family Resi,2.49,2019,8,20,8/16/19,920.0,2.0
Single Family Resi,2.41,2019,8,20,8/30/19,954.0,3.0
Duplex,1.83,2019,8,20,8/1/19,1260.0,4.0
Single Family Resi,1.66,2019,8,20,8/21/19,1386.0,3.0
Single Family Resi,2.35,2019,8,20,8/28/19,1000.0,2.0
Single Family Resi,2.78,2019,8,20,8/1/19,845.0,2.0
Condominium,2.78,2019,8,20,8/2/19,860.0,2.0
Single Family Resi,2.38,2019,8,20,8/9/19,1008.0,2.0
Single Family Resi,2.08,2019,8,20,8/30/19,1152.0,3.0
Single Family Resi,3.86,2019,8,20,8/18/19,648.0,2.0
Condominium,2.67,2019,8,20,8/30/19,936.0,2.0
Single Family Resi,2.33,2019,8,20,8/10/19,1075.0,3.0
Single Family Resi,2.08,2019,8,20,8/13/19,1250.0,2.0
Single Family Resi,1.06,2019,8,20,8/1/19,2594.0,4.0
Single Family Resi,1.63,2019,8,20,8/16/19,1719.0,3.0
Single Family Resi,2.04,2019,8,20,8/12/19,1445.0,3.0
Single Family Resi,2.37,2019,8,20,8/1/19,1245.0,3.0
Single Family Resi,2.0,2019,8,20,8/1/19,1500.0,3.0
Condominium,2.06,2019,8,20,8/1/19,1451.0,2.0
Single Family Resi,1.81,2019,8,20,8/30/19,1662.0,3.0
Single Family Resi,1.69,2019,8,20,8/3/19,1776.0,3.0
Single Family Resi,1.75,2019,8,20,8/18/19,1825.0,3.0
Single Family Resi,1.62,2019,8,20,8/1/19,1972.0,5.0
Single Family Resi,2.53,2019,8,20,8/25/19,1303.0,3.0
Single Family Resi,1.95,2019,8,20,8/12/19,1793.0,3.0
Single Family Resi,1.89,2019,8,20,8/1/19,1900.0,3.0
Single Family Resi,1.76,2019,8,20,8/29/19,2047.0,3.0
Single Family Resi,1.95,2019,8,20,8/2/19,2045.0,4.0
Condominium,1.53,2019,8,20,8/25/19,2608.0,4.0
Single Family Resi,2.15,2019,8,20,8/19/19,2330.0,4.0
Single Family Resi,1.44,2019,8,20,8/10/19,800.0,2.0
Single Family Resi,1.1,2019,8,20,8/1/19,1272.0,3.0
Single Family Resi,1.1,2019,8,20,8/13/19,1300.0,3.0
Condominium,1.11,2019,8,20,8/5/19,1310.0,3.0
Single Family Resi,1.23,2019,8,20,8/16/19,1203.0,1.0
Condominium,1.14,2019,8,20,8/12/19,1321.0,3.0
Single Family Resi,1.29,2019,8,20,8/31/19,1205.0,3.0
Single Family Resi,0.96,2019,8,20,8/16/19,1608.0,4.0
Single Family Resi,0.99,2019,8,20,8/11/19,1609.0,4.0
Single Family Resi,0.71,2019,8,20,8/12/19,2467.0,4.0
Single Family Resi,0.98,2019,8,20,8/24/19,1921.0,3.0
See Remarks,2.0,2019,8,20,8/30/19,450.0,0.0
See Remarks,2.0,2019,8,20,8/31/19,450.0,1.0
Apartment,2.2,2019,8,20,8/8/19,420.0,0.0
Condominium,1.97,2019,8,20,8/12/19,482.0,1.0
Quadruplex,0.31,2019,8,20,8/1/19,3244.0,1.0
Quadruplex,1.69,2019,8,20,8/29/19,588.0,1.0
Apartment,1.65,2019,8,20,8/13/19,650.0,1.0
Quadruplex,1.14,2019,8,20,8/22/19,968.0,2.0
Condominium,1.9,2019,8,20,8/1/19,610.0,1.0
Condominium,1.98,2019,8,20,8/5/19,604.0,1.0
Condominium,2.48,2019,8,20,8/1/19,482.0,1.0
Quadruplex,0.51,2019,8,20,8/6/19,2352.0,1.0
Quadruplex,2.08,2019,8,20,8/30/19,588.0,1.0
Quadruplex,0.46,2019,8,20,8/15/19,2704.0,2.0
Condominium,1.84,2019,8,20,8/1/19,678.0,1.0
Condominium,2.12,2019,8,20,8/30/19,610.0,1.0
Condominium,1.8,2019,8,20,8/15/19,722.0,2.0
Single Family Resi,1.5,2019,8,20,8/9/19,900.0,2.0
Condominium,1.49,2019,8,20,8/29/19,920.0,1.0
Duplex,0.82,2019,8,20,8/29/19,1792.0,2.0
Duplex,0.71,2019,8,20,8/7/19,2082.0,2.0
Condominium,1.32,2019,8,20,8/11/19,1139.0,2.0
Quadruplex,1.56,2019,8,20,8/19/19,960.0,2.0
Single Family Resi,0.74,2019,8,20,8/4/19,2026.0,2.0
Condominium,1.68,2019,8,20,8/5/19,920.0,2.0
Condominium,1.68,2019,8,20,8/5/19,921.0,2.0
Condominium,1.78,2019,8,20,8/20/19,900.0,2.0
Condominium,1.55,2019,8,20,8/18/19,1066.0,2.0
Single Family Resi,1.69,2019,8,20,8/27/19,975.0,3.0
Duplex,2.58,2019,8,20,8/1/19,640.0,2.0
Condominium,1.71,2019,8,20,8/26/19,977.0,2.0
Single Family Resi,1.93,2019,8,20,8/30/19,868.0,2.0
Duplex,0.73,2019,8,20,8/12/19,2330.0,2.0
Condominium,1.78,2019,8,20,8/1/19,968.0,2.0
Duplex,0.75,2019,8,20,8/1/19,2314.0,2.0
Duplex,1.17,2019,8,20,8/5/19,1496.0,2.0
Duplex,1.17,2019,8,20,8/3/19,1496.0,2.0
Apartment,1.9,2019,8,20,8/1/19,1000.0,2.0
Condominium,2.59,2019,8,20,8/15/19,735.0,1.0
Single Family Resi,2.6,2019,8,20,8/1/19,750.0,2.0
See Remarks,2.05,2019,8,20,8/15/19,950.0,2.0
Single Family Resi,2.04,2019,8,20,8/10/19,975.0,2.0
Condominium,2.17,2019,8,20,8/15/19,945.0,2.0
Condominium,4.15,2019,8,20,8/3/19,500.0,1.0
Apartment,2.1,2019,8,20,8/1/19,1000.0,2.0
Condominium,2.47,2019,8,20,8/3/19,850.0,2.0
Single Family Resi,1.65,2019,8,20,8/27/19,1300.0,2.0
Condominium,1.55,2019,8,20,8/5/19,1420.0,2.0
Single Family Resi,1.76,2019,8,20,8/11/19,1247.0,3.0
Condominium,1.6,2019,8,20,8/6/19,1373.0,2.0
Condominium,1.96,2019,8,20,8/31/19,1118.0,3.0
Single Family Resi,2.29,2019,8,20,8/10/19,960.0,2.0
Duplex,1.71,2019,8,20,8/8/19,1286.0,3.0
Condominium,1.81,2019,8,20,8/30/19,1272.0,2.0
See Remarks,2.72,2019,8,20,8/16/19,864.0,2.0
Triplex,1.9,2019,8,20,8/27/19,1250.0,2.0
Condominium,1.9,2019,8,20,8/28/19,1290.0,2.0
Single Family Resi,2.1,2019,8,20,8/19/19,1164.0,1.0
Single Family Resi,2.44,2019,8,20,8/21/19,1025.0,3.0
Condominium,1.63,2019,8,20,8/17/19,1550.0,3.0
Condominium,1.95,2019,8,20,8/17/19,1310.0,2.0
Single Family Resi,2.18,2019,8,20,8/1/19,1169.0,2.0
Condominium,1.76,2019,8,20,8/1/19,1504.0,3.0
Condominium,1.96,2019,8,20,8/16/19,1363.0,2.0
Single Family Resi,1.8,2019,8,20,8/31/19,1504.0,3.0
Condominium,1.65,2019,8,20,8/3/19,1668.0,2.0
Condominium,1.54,2019,8,20,8/4/19,1821.0,3.0
Single Family Resi,1.4,2019,8,20,8/1/19,2002.0,3.0
Single Family Resi,1.76,2019,8,20,8/8/19,1592.0,3.0
Condominium,1.81,2019,8,20,8/2/19,1601.0,2.0
Single Family Resi,2.71,2019,8,20,8/8/19,1104.0,3.0
Single Family Resi,1.7,2019,8,20,8/8/19,1762.0,3.0
Single Family Resi,1.81,2019,8,20,8/16/19,1768.0,3.0
Townhouse,2.0,2019,8,20,8/1/19,1602.0,2.0
Condominium,1.8,2019,8,20,8/26/19,1830.0,3.0
Condominium,1.87,2019,8,20,8/1/19,1761.0,3.0
Single Family Resi,1.8,2019,8,20,8/9/19,1832.0,3.0
Condominium,1.77,2019,8,20,8/31/19,1979.0,3.0
Condominium,2.15,2019,8,20,8/23/19,1629.0,2.0
Condominium,1.69,2019,8,20,8/28/19,2163.0,4.0
Single Family Resi,2.32,2019,8,20,8/15/19,1808.0,3.0
Single Family Resi,2.17,2019,8,20,8/1/19,2188.0,3.0
Condominium,2.76,2019,8,20,8/9/19,1990.0,3.0
Single Family Resi,2.2,2019,8,20,8/1/19,2948.0,3.0
Single Family Resi,2.62,2019,8,20,8/29/19,2706.0,3.0
Apartment,2.4,2019,8,20,8/23/19,450.0,0.0
Apartment,2.14,2019,8,20,8/5/19,550.0,1.0
Apartment,2.75,2019,8,20,8/1/19,500.0,1.0
Quadruplex,0.4,2019,8,20,8/3/19,3526.0,2.0
Condominium,1.89,2019,8,20,8/21/19,884.0,2.0
Townhouse,1.59,2019,8,20,8/10/19,1068.0,2.0
Condominium,2.3,2019,8,20,8/12/19,805.0,1.0
Condominium,2.73,2019,8,20,8/9/19,677.0,1.0
Duplex,1.85,2019,8,20,8/14/19,1025.0,2.0
Condominium,2.79,2019,8,20,8/21/19,680.0,1.0
Duplex,2.36,2019,8,20,8/22/19,804.0,2.0
Duplex,2.38,2019,8,20,8/8/19,800.0,2.0
Duplex,2.29,2019,8,20,8/14/19,850.0,2.0
Condominium,1.89,2019,8,20,8/6/19,1058.0,2.0
Condominium,2.95,2019,8,20,8/23/19,780.0,1.0
Duplex,1.48,2019,8,20,8/25/19,1550.0,2.0
Condominium,1.59,2019,8,20,8/1/19,1604.0,2.0
Single Family Resi,2.0,2019,8,20,8/25/19,1500.0,3.0
Condominium,1.85,2019,8,20,8/15/19,1619.0,3.0
Single Family Resi,2.13,2019,8,20,8/10/19,1429.0,3.0
Single Family Resi,2.97,2019,8,20,8/29/19,1109.0,3.0
Condominium,2.43,2019,8,20,8/5/19,1520.0,3.0
Single Family Resi,1.39,2019,8,20,8/30/19,2852.0,4.0
Condominium,1.86,2019,8,20,8/30/19,2230.0,2.0
Single Family Resi,2.16,2019,8,20,8/12/19,1938.0,3.0
Duplex,1.64,2019,8,20,8/24/19,909.0,2.0
Apartment,2.07,2019,8,20,8/28/19,738.0,1.0
Apartment,2.09,2019,8,20,8/28/19,738.0,1.0
Condominium,1.6,2019,8,20,8/1/19,1030.0,2.0
Apartment,2.09,2019,8,20,8/28/19,800.0,1.0
Apartment,1.86,2019,8,20,8/8/19,953.0,2.0
Apartment,1.76,2019,8,20,8/8/19,1036.0,2.0
Apartment,1.8,2019,8,20,8/17/19,1036.0,2.0
Apartment,1.8,2019,8,20,8/8/19,1036.0,2.0
Condominium,1.72,2019,8,20,8/1/19,1335.0,2.0
Single Family Resi,1.25,2019,8,20,8/12/19,1994.0,3.0
Condominium,1.63,2019,8,20,8/19/19,1624.0,3.0
Single Family Resi,2.02,2019,8,20,8/5/19,1334.0,3.0
Single Family Resi,1.79,2019,8,20,8/15/19,1616.0,2.0
Single Family Resi,1.24,2019,8,20,8/9/19,2659.0,4.0
Condominium,2.03,2019,8,20,8/19/19,1728.0,2.0
Townhouse,3.02,2019,8,20,8/22/19,1172.0,3.0
Condominium,1.51,2019,8,20,8/8/19,2390.0,2.0
Single Family Resi,1.94,2019,8,20,8/24/19,1961.0,3.0
Single Family Resi,1.51,2019,8,20,8/15/19,2509.0,3.0
Single Family Resi,2.12,2019,8,20,8/20/19,1983.0,3.0
Condominium,1.27,2019,8,20,8/9/19,3301.0,4.0
Single Family Resi,2.15,2019,8,20,8/29/19,1981.0,3.0
Single Family Resi,1.56,2019,8,20,8/9/19,2940.0,4.0
Single Family Resi,1.92,2019,8,20,8/8/19,2718.0,4.0
Single Family Resi,1.5,2019,8,20,8/26/19,5185.0,5.0
Manufactured Home,0.8,2019,8,20,8/1/19,1750.0,3.0
Single Family Resi,1.5,2019,8,20,8/30/19,1334.0,3.0
Duplex,2.05,2019,8,20,8/17/19,1047.0,2.0
Single Family Resi,1.17,2019,8,20,8/15/19,2300.0,4.0
Condominium,1.55,2019,8,20,8/18/19,1807.0,3.0
Single Family Resi,1.42,2019,8,20,8/4/19,2003.0,4.0
Single Family Resi,1.03,2019,8,20,8/16/19,2919.0,4.0
Single Family Resi,1.12,2019,8,20,8/13/19,2862.0,4.0
Single Family Resi,1.48,2019,8,20,8/20/19,3049.0,3.0
Single Family Resi,1.28,2019,8,20,8/3/19,3675.0,5.0
Single Family Resi,1.87,2019,8,20,8/30/19,2572.0,4.0
Single Family Resi,0.92,2019,8,20,8/10/19,5224.0,5.0
Single Family Resi,1.66,2019,8,20,8/10/19,4528.0,4.0
Condominium,1.7,2019,8,20,8/15/19,499.0,1.0
Apartment,2.15,2019,8,20,8/1/19,400.0,1.0
Condominium,1.38,2019,8,20,8/17/19,650.0,1.0
Condominium,2.38,2019,8,20,8/5/19,389.0,1.0
Quadruplex,1.19,2019,8,20,8/9/19,800.0,1.0
Apartment,1.57,2019,8,20,8/1/19,614.0,1.0
Condominium,2.14,2019,8,20,8/19/19,464.0,1.0
Condominium,1.17,2019,8,20,8/14/19,850.0,2.0
Quadruplex,0.28,2019,8,20,8/19/19,3688.0,2.0
Triplex,0.58,2019,8,20,8/16/19,2061.0,2.0
Condominium,1.41,2019,8,20,8/1/19,850.0,2.0
Triplex,1.85,2019,8,20,8/21/19,650.0,1.0
Condominium,2.32,2019,8,20,8/5/19,533.0,1.0
Apartment,1.23,2019,8,20,8/1/19,1030.0,2.0
Condominium,1.7,2019,8,20,8/31/19,764.0,2.0
Single Family Resi,1.93,2019,8,20,8/1/19,672.0,2.0
Single Family Resi,1.5,2019,8,20,8/25/19,900.0,2.0
Condominium,1.73,2019,8,20,8/31/19,809.0,2.0
Condominium,1.55,2019,8,20,8/1/19,935.0,2.0
Condominium,1.79,2019,8,20,8/21/19,809.0,2.0
Single Family Resi,1.54,2019,8,20,8/15/19,973.0,3.0
Condominium,1.55,2019,8,20,8/13/19,966.0,1.0
Townhouse,1.29,2019,8,20,8/20/19,1167.0,2.0
Duplex,1.68,2019,8,20,8/1/19,950.0,2.0
Duplex,1.34,2019,8,20,8/29/19,1250.0,2.0
Single Family Resi,1.07,2019,8,20,8/15/19,1586.0,3.0
Duplex,1.44,2019,8,20,8/12/19,1190.0,3.0
Single Family Resi,0.96,2019,8,20,8/9/19,1856.0,3.0
Condominium,1.82,2019,8,20,8/6/19,977.0,2.0
Single Family Resi,1.26,2019,8,20,8/15/19,1429.0,4.0
Single Family Resi,1.17,2019,8,20,8/1/19,1540.0,4.0
Condominium,1.49,2019,8,20,8/1/19,1305.0,2.0
Single Family Resi,1.44,2019,8,20,8/24/19,1405.0,3.0
Single Family Resi,1.46,2019,8,20,8/25/19,1404.0,3.0
Duplex,2.0,2019,8,20,8/1/19,1050.0,3.0
Single Family Resi,0.97,2019,8,20,8/4/19,2160.0,4.0
Condominium,1.51,2019,8,20,8/30/19,1486.0,2.0
Single Family Resi,1.62,2019,8,20,8/30/19,1451.0,3.0
Single Family Resi,1.47,2019,8,20,8/2/19,1594.0,3.0
Condominium,1.36,2019,8,20,8/7/19,1734.0,3.0
Single Family Resi,1.31,2019,8,20,8/12/19,1829.0,3.0
Single Family Resi,1.28,2019,8,20,8/9/19,2035.0,3.0
Single Family Resi,1.37,2019,8,20,8/30/19,1898.0,3.0
Single Family Resi,1.57,2019,8,20,8/1/19,1651.0,3.0
Single Family Resi,1.54,2019,8,20,8/16/19,1919.0,4.0
Single Family Resi,1.68,2019,8,20,8/1/19,1820.0,3.0
Quadruplex,1.75,2019,8,20,8/23/19,510.0,1.0
Quadruplex,1.96,2019,8,20,8/16/19,510.0,1.0
Quadruplex,1.18,2019,8,20,8/13/19,902.0,2.0
Duplex,1.3,2019,8,20,8/11/19,888.0,2.0
Duplex,0.58,2019,8,20,8/30/19,2060.0,2.0
Duplex,0.66,2019,8,20,8/10/19,1804.0,2.0
Duplex,1.5,2019,8,20,8/26/19,800.0,2.0
Duplex,0.74,2019,8,20,8/12/19,1618.0,2.0
Quadruplex,1.06,2019,8,20,8/16/19,1142.0,2.0
Condominium,1.38,2019,8,20,8/16/19,900.0,2.0
Single Family Resi,1.22,2019,8,20,8/2/19,1025.0,3.0
Condominium,1.67,2019,8,20,8/2/19,762.0,1.0
Condominium,1.38,2019,8,20,8/26/19,924.0,2.0
Condominium,1.41,2019,8,20,8/24/19,917.0,2.0
Single Family Resi,0.96,2019,8,20,8/5/19,1344.0,3.0
Duplex,0.72,2019,8,20,8/23/19,1810.0,2.0
Duplex,1.2,2019,8,20,8/27/19,1100.0,2.0
Duplex,0.77,2019,8,20,8/22/19,1747.0,2.0
Duplex,1.35,2019,8,20,8/2/19,1000.0,2.0
Duplex,0.73,2019,8,20,8/9/19,1848.0,3.0
Duplex,0.72,2019,8,20,8/14/19,1911.0,3.0
Duplex,1.36,2019,8,20,8/28/19,1025.0,3.0
Duplex,1.55,2019,8,20,8/27/19,900.0,2.0
Duplex,0.57,2019,8,20,8/26/19,2427.0,2.0
Condominium,1.6,2019,8,20,8/31/19,900.0,1.0
Duplex,0.8,2019,8,20,8/26/19,1810.0,2.0
Duplex,0.69,2019,8,20,8/5/19,2115.0,2.0
Duplex,1.83,2019,8,20,8/1/19,793.0,2.0
Duplex,1.45,2019,8,20,8/28/19,1033.0,3.0
Duplex,0.88,2019,8,20,8/13/19,1697.0,2.0
Single Family Resi,1.28,2019,8,20,8/1/19,1189.0,3.0
Duplex,1.12,2019,8,20,8/8/19,1382.0,3.0
Single Family Resi,1.79,2019,8,20,8/3/19,864.0,3.0
Single Family Resi,1.82,2019,8,20,8/15/19,875.0,3.0
Condominium,2.14,2019,8,20,8/19/19,749.0,1.0
Single Family Resi,1.72,2019,8,20,8/19/19,931.0,3.0
Single Family Resi,1.62,2019,8,20,8/13/19,988.0,3.0
Single Family Resi,1.72,2019,8,20,8/11/19,960.0,3.0
Duplex,0.91,2019,8,20,8/19/19,1810.0,2.0
Single Family Resi,2.06,2019,8,20,8/1/19,800.0,2.0
Single Family Resi,1.74,2019,8,20,8/1/19,950.0,2.0
Single Family Resi,1.15,2019,8,20,8/26/19,1439.0,3.0
Single Family Resi,1.21,2019,8,20,8/14/19,1400.0,2.0
Single Family Resi,1.25,2019,8,20,8/22/19,1364.0,3.0
Condominium,1.81,2019,8,20,8/8/19,941.0,1.0
Duplex,1.34,2019,8,20,8/15/19,1288.0,3.0
Single Family Resi,1.3,2019,8,20,8/21/19,1344.0,4.0
Single Family Resi,1.34,2019,8,20,8/1/19,1307.0,4.0
Single Family Resi,1.82,2019,8,20,8/29/19,984.0,3.0
Single Family Resi,1.67,2019,8,20,8/2/19,1078.0,3.0
Single Family Resi,1.83,2019,8,20,8/13/19,980.0,3.0
Single Family Resi,1.31,2019,8,20,8/1/19,1373.0,3.0
Single Family Resi,1.21,2019,8,20,8/23/19,1512.0,3.0
Single Family Resi,1.82,2019,8,20,8/30/19,1014.0,3.0
Single Family Resi,1.39,2019,8,20,8/27/19,1334.0,3.0
Single Family Resi,0.95,2019,8,20,8/30/19,2057.0,3.0
Condominium,1.45,2019,8,20,8/21/19,1383.0,2.0
Condominium,1.67,2019,8,20,8/1/19,1200.0,2.0
Single Family Resi,1.46,2019,8,20,8/22/19,1434.0,3.0
Condominium,1.76,2019,8,20,8/13/19,1191.0,2.0
Single Family Resi,1.24,2019,8,20,8/17/19,1767.0,4.0
Single Family Resi,2.93,2019,8,20,8/7/19,750.0,2.0
Duplex,0.82,2019,8,20,8/1/19,2679.0,3.0
Single Family Resi,1.81,2019,8,20,8/8/19,1287.0,3.0
Condominium,1.3,2019,8,20,8/10/19,1825.0,3.0
Single Family Resi,1.62,2019,8,20,8/1/19,1540.0,3.0
Single Family Resi,1.28,2019,8,20,8/21/19,1959.0,3.0
Single Family Resi,1.34,2019,8,20,8/1/19,1898.0,3.0
Single Family Resi,1.21,2019,8,20,8/17/19,2150.0,3.0
Single Family Resi,1.3,2019,8,20,8/1/19,2035.0,3.0
Quadruplex,1.28,2019,8,20,8/27/19,780.0,2.0
Quadruplex,1.28,2019,8,20,8/16/19,780.0,2.0
Quadruplex,1.4,2019,8,20,8/9/19,780.0,2.0
Quadruplex,1.22,2019,8,20,8/15/19,904.0,2.0
Duplex,0.57,2019,8,20,8/28/19,2102.0,2.0
Duplex,0.71,2019,8,20,8/2/19,1680.0,2.0
Duplex,0.56,2019,8,20,8/3/19,2142.0,2.0
Condominium,1.11,2019,8,20,8/24/19,1078.0,2.0
Duplex,1.43,2019,8,20,8/3/19,840.0,2.0
Duplex,0.69,2019,8,20,8/9/19,1786.0,2.0
Duplex,0.71,2019,8,20,8/8/19,1769.0,2.0
Single Family Resi,0.7,2019,8,20,8/3/19,1809.0,2.0
Duplex,0.7,2019,8,20,8/20/19,1814.0,2.0
Duplex,0.96,2019,8,20,8/22/19,1353.0,2.0
Duplex,0.59,2019,8,20,8/1/19,2321.0,2.0
Duplex,0.65,2019,8,20,8/15/19,2128.0,2.0
Duplex,0.59,2019,8,20,8/14/19,2321.0,2.0
Duplex,1.38,2019,8,20,8/31/19,1011.0,2.0
Duplex,0.65,2019,8,20,8/9/19,2154.0,3.0
Duplex,0.53,2019,8,20,8/6/19,2751.0,3.0
Duplex,1.39,2019,8,20,8/6/19,1041.0,3.0
Duplex,1.14,2019,8,20,8/22/19,1275.0,3.0
Single Family Resi,1.52,2019,8,20,8/9/19,986.0,3.0
Single Family Resi,1.21,2019,8,20,8/22/19,1270.0,3.0
Single Family Resi,1.12,2019,8,20,8/6/19,1380.0,3.0
Single Family Resi,1.12,2019,8,20,8/20/19,1453.0,3.0
Single Family Resi,0.98,2019,8,20,8/1/19,1673.0,3.0
Single Family Resi,1.29,2019,8,20,8/14/19,1278.0,3.0
Single Family Resi,1.36,2019,8,20,8/22/19,1216.0,3.0
Single Family Resi,1.4,2019,8,20,8/23/19,1198.0,3.0
Single Family Resi,1.01,2019,8,20,8/16/19,1680.0,3.0
Single Family Resi,0.97,2019,8,20,8/20/19,1753.0,3.0
Single Family Resi,1.2,2019,8,20,8/10/19,1418.0,3.0
Duplex,0.61,2019,8,20,8/13/19,2792.0,3.0
Single Family Resi,1.34,2019,8,20,8/1/19,1264.0,3.0
Single Family Resi,1.04,2019,8,20,8/11/19,1638.0,4.0
Single Family Resi,1.69,2019,8,20,8/2/19,1007.0,4.0
Single Family Resi,0.85,2019,8,20,8/23/19,1992.0,3.0
Condominium,1.34,2019,8,20,8/9/19,1284.0,2.0
Single Family Resi,1.52,2019,8,20,8/8/19,1134.0,2.0
Single Family Resi,1.41,2019,8,20,8/16/19,1241.0,3.0
Condominium,1.43,2019,8,20,8/5/19,1220.0,2.0
Single Family Resi,1.39,2019,8,20,8/26/19,1256.0,3.0
Single Family Resi,1.24,2019,8,20,8/28/19,1428.0,3.0
Single Family Resi,1.46,2019,8,20,8/19/19,1228.0,3.0
Single Family Resi,1.16,2019,8,20,8/22/19,1544.0,3.0
Single Family Resi,1.31,2019,8,20,8/1/19,1372.0,3.0
Single Family Resi,1.36,2019,8,20,8/11/19,1322.0,3.0
Condominium,1.24,2019,8,20,8/22/19,1452.0,2.0
Single Family Resi,1.32,2019,8,20,8/1/19,1362.0,3.0
Single Family Resi,1.0,2019,8,20,8/16/19,1795.0,3.0
Single Family Resi,1.41,2019,8,20,8/14/19,1275.0,3.0
Single Family Resi,1.12,2019,8,20,8/20/19,1610.0,4.0
Single Family Resi,1.39,2019,8,20,8/2/19,1299.0,3.0
Single Family Resi,1.27,2019,8,20,8/1/19,1437.0,3.0
Single Family Resi,1.29,2019,8,20,8/18/19,1410.0,3.0
Single Family Resi,1.29,2019,8,20,8/22/19,1438.0,3.0
Single Family Resi,1.36,2019,8,20,8/27/19,1361.0,3.0
Single Family Resi,1.1,2019,8,20,8/20/19,1699.0,3.0
Single Family Resi,1.07,2019,8,20,8/8/19,1764.0,3.0
Single Family Resi,1.14,2019,8,20,8/5/19,1669.0,3.0
Single Family Resi,1.21,2019,8,20,8/24/19,1573.0,3.0
Single Family Resi,1.25,2019,8,20,8/29/19,1514.0,3.0
Single Family Resi,1.2,2019,8,20,8/1/19,1625.0,3.0
Single Family Resi,1.25,2019,8,20,8/2/19,1558.0,3.0
Condominium,1.16,2019,8,20,8/16/19,1687.0,3.0
Single Family Resi,1.36,2019,8,20,8/2/19,1438.0,3.0
Single Family Resi,1.32,2019,8,20,8/11/19,1473.0,3.0
Single Family Resi,1.46,2019,8,20,8/25/19,1352.0,3.0
Single Family Resi,1.1,2019,8,20,8/1/19,1820.0,3.0
Single Family Resi,1.42,2019,8,20,8/15/19,1474.0,3.0
Single Family Resi,1.14,2019,8,20,8/4/19,1844.0,3.0
Single Family Resi,1.32,2019,8,20,8/15/19,1590.0,3.0
Single Family Resi,0.87,2019,8,20,8/30/19,2515.0,4.0
