Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date
Single Family Resi,1.33,2021,3,39,3/12/21
Single Family Resi,1.35,2021,3,39,3/30/21
Single Family Resi,1.54,2021,3,39,3/27/21
Single Family Resi,1.12,2021,3,39,3/30/21
Single Family Resi,1.23,2021,3,39,3/23/21
Single Family Resi,1.23,2021,3,39,3/17/21
Single Family Resi,1.55,2021,3,39,3/30/21
Single Family Resi,0.84,2021,3,39,3/29/21
Single Family Resi,1.62,2021,3,39,3/8/21
Single Family Resi,1.2,2021,3,39,3/1/21
Single Family Resi,1.2,2021,3,39,3/1/21
Single Family Resi,1.22,2021,3,39,3/8/21
Single Family Resi,1.45,2021,3,39,3/10/21
Apartment,2.39,2021,3,39,3/8/21
Quadruplex,2.59,2021,3,39,3/18/21
Condominium,2.9,2021,3,39,3/1/21
Condominium,1.83,2021,3,39,3/1/21
Condominium,2.32,2021,3,39,3/9/21
Condominium,1.17,2021,3,39,3/10/21
Condominium,3.32,2021,3,39,3/30/21
Condominium,1.94,2021,3,39,3/18/21
Condominium,2.7,2021,3,39,3/31/21
Condominium,1.4,2021,3,39,3/20/21
Condominium,1.61,2021,3,39,3/15/21
Condominium,5.5,2021,3,39,3/1/21
Condominium,1.89,2021,3,39,3/15/21
Condominium,2.39,2021,3,39,3/15/21
Condominium,2.66,2021,3,39,3/2/21
Condominium,2.48,2021,3,39,3/16/21
Condominium,1.97,2021,3,39,3/22/21
Condominium,3.16,2021,3,39,3/26/21
Condominium,2.5,2021,3,39,3/1/21
Condominium,2.21,2021,3,39,3/1/21
Condominium,2.19,2021,3,39,3/3/21
Condominium,4.28,2021,3,39,3/26/21
Condominium,2.92,2021,3,39,3/26/21
Condominium,2.71,2021,3,39,3/1/21
Condominium,4.14,2021,3,39,3/13/21
Condominium,4.18,2021,3,39,3/1/21
Condominium,3.96,2021,3,39,3/1/21
Condominium,3.04,2021,3,39,3/4/21
Single Family Resi,1.52,2021,3,39,3/26/21
Condominium,4.29,2021,3,39,3/8/21
Condominium,3.32,2021,3,39,3/5/21
Condominium,3.17,2021,3,39,3/15/21
Condominium,5.1,2021,3,39,3/14/21
Condominium,4.18,2021,3,39,3/1/21
Condominium,4.8,2021,3,39,3/20/21
Single Family Resi,3.03,2021,3,39,3/26/21
Condominium,4.13,2021,3,39,3/20/21
Condominium,3.78,2021,3,39,3/1/21
Condominium,7.0,2021,3,39,3/6/21
Condominium,6.12,2021,3,39,3/3/21
Condominium,9.33,2021,3,39,3/12/21
Condominium,1.4,2021,3,39,3/2/21
Single Family Resi,1.67,2021,3,39,3/16/21
Single Family Resi,1.24,2021,3,39,3/31/21
Condominium,1.32,2021,3,39,3/21/21
Condominium,1.39,2021,3,39,3/15/21
Single Family Resi,2.17,2021,3,39,3/8/21
Condominium,1.39,2021,3,39,3/21/21
Single Family Resi,1.29,2021,3,39,3/11/21
Single Family Resi,1.85,2021,3,39,3/15/21
Condominium,1.85,2021,3,39,3/1/21
Single Family Resi,0.99,2021,3,39,3/1/21
Single Family Resi,1.17,2021,3,39,3/15/21
Single Family Resi,1.72,2021,3,39,3/30/21
Single Family Resi,1.36,2021,3,39,3/20/21
Single Family Resi,1.62,2021,3,39,3/26/21
Single Family Resi,1.24,2021,3,39,3/17/21
Single Family Resi,0.89,2021,3,39,3/27/21
Single Family Resi,1.88,2021,3,39,3/20/21
Condominium,1.33,2021,3,39,3/10/21
Condominium,1.33,2021,3,39,3/1/21
Condominium,1.15,2021,3,39,3/1/21
Condominium,1.08,2021,3,39,3/18/21
Condominium,1.08,2021,3,39,3/22/21
Single Family Resi,1.22,2021,3,39,3/16/21
Single Family Resi,1.34,2021,3,39,3/8/21
Single Family Resi,1.15,2021,3,39,3/27/21
Single Family Resi,1.32,2021,3,39,3/27/21
Single Family Resi,0.95,2021,3,39,3/17/21
Single Family Resi,1.05,2021,3,39,3/9/21
Single Family Resi,1.41,2021,3,39,3/12/21
Single Family Resi,1.11,2021,3,39,3/6/21
Single Family Resi,0.95,2021,3,39,3/12/21
Single Family Resi,0.96,2021,3,39,3/12/21
Single Family Resi,1.21,2021,3,39,3/8/21
Single Family Resi,0.87,2021,3,39,3/4/21
Single Family Resi,1.04,2021,3,39,3/1/21
Single Family Resi,1.05,2021,3,39,3/26/21
Single Family Resi,0.92,2021,3,39,3/25/21
Single Family Resi,0.94,2021,3,39,3/12/21
Single Family Resi,0.89,2021,3,39,3/12/21
Single Family Resi,1.01,2021,3,39,3/1/21
Single Family Resi,1.15,2021,3,39,3/27/21
Single Family Resi,1.44,2021,3,39,3/1/21
Single Family Resi,0.98,2021,3,39,3/1/21
Single Family Resi,0.99,2021,3,39,3/22/21
Single Family Resi,0.91,2021,3,39,3/3/21
Single Family Resi,0.97,2021,3,39,3/22/21
Single Family Resi,1.34,2021,3,39,3/5/21
Single Family Resi,0.94,2021,3,39,3/12/21
Single Family Resi,1.68,2021,3,39,3/25/21
Single Family Resi,0.98,2021,3,39,3/1/21
Single Family Resi,0.86,2021,3,39,3/27/21
Single Family Resi,0.83,2021,3,39,3/31/21
Single Family Resi,1.14,2021,3,39,3/20/21
Single Family Resi,1.22,2021,3,39,3/23/21
Single Family Resi,1.11,2021,3,39,3/21/21
Single Family Resi,0.79,2021,3,39,3/1/21
Single Family Resi,0.97,2021,3,39,3/1/21
Quadruplex,1.47,2021,3,39,3/19/21
Duplex,0.58,2021,3,39,3/31/21
Condominium,1.7,2021,3,39,3/22/21
Duplex,1.4,2021,3,39,3/14/21
Townhouse,1.26,2021,3,39,3/28/21
Single Family Resi,1.14,2021,3,39,3/25/21
Single Family Resi,1.45,2021,3,39,3/10/21
Condominium,1.44,2021,3,39,3/30/21
Single Family Resi,1.45,2021,3,39,3/1/21
Single Family Resi,1.6,2021,3,39,3/1/21
Single Family Resi,1.06,2021,3,39,3/10/21
Single Family Resi,1.37,2021,3,39,3/18/21
Single Family Resi,1.18,2021,3,39,3/26/21
Single Family Resi,1.14,2021,3,39,3/6/21
Single Family Resi,1.11,2021,3,39,3/23/21
Single Family Resi,0.86,2021,3,39,3/19/21
Single Family Resi,1.19,2021,3,39,3/8/21
Single Family Resi,1.18,2021,3,39,3/1/21
Single Family Resi,0.77,2021,3,39,3/1/21
Single Family Resi,1.01,2021,3,39,3/29/21
Single Family Resi,0.91,2021,3,39,3/26/21
Single Family Resi,1.17,2021,3,39,3/3/21
Single Family Resi,0.98,2021,3,39,3/29/21
Single Family Resi,0.84,2021,3,39,3/27/21
Single Family Resi,0.89,2021,3,39,3/12/21
Single Family Resi,0.89,2021,3,39,3/19/21
Single Family Resi,1.49,2021,3,39,3/20/21
Single Family Resi,1.01,2021,3,39,3/5/21
Single Family Resi,1.04,2021,3,39,3/2/21
Single Family Resi,1.16,2021,3,39,3/22/21
Single Family Resi,1.1,2021,3,39,3/10/21
Single Family Resi,1.21,2021,3,39,3/15/21
Single Family Resi,1.45,2021,3,39,3/25/21
Single Family Resi,0.85,2021,3,39,3/30/21
Condominium,1.13,2021,3,39,3/12/21
Duplex,1.39,2021,3,39,3/6/21
Duplex,1.55,2021,3,39,3/6/21
Single Family Resi,0.92,2021,3,39,3/1/21
Single Family Resi,1.52,2021,3,39,3/15/21
Single Family Resi,1.09,2021,3,39,3/19/21
Manufactured Home,0.96,2021,3,39,3/4/21
Single Family Resi,1.03,2021,3,39,3/22/21
Single Family Resi,0.81,2021,3,39,3/8/21
Single Family Resi,0.84,2021,3,39,3/9/21
Single Family Resi,0.98,2021,3,39,3/10/21
Condominium,1.64,2021,3,39,3/27/21
Condominium,1.5,2021,3,39,3/9/21
Single Family Resi,1.3,2021,3,39,3/22/21
Single Family Resi,1.31,2021,3,39,3/15/21
Single Family Resi,1.16,2021,3,39,3/2/21
Single Family Resi,1.04,2021,3,39,3/27/21
Single Family Resi,1.1,2021,3,39,3/1/21
Single Family Resi,1.07,2021,3,39,3/14/21
Single Family Resi,0.96,2021,3,39,3/1/21
Single Family Resi,1.55,2021,3,39,3/28/21
Single Family Resi,1.18,2021,3,39,3/11/21
Single Family Resi,1.1,2021,3,39,3/8/21
Single Family Resi,1.21,2021,3,39,3/10/21
Single Family Resi,1.16,2021,3,39,3/2/21
Single Family Resi,1.16,2021,3,39,3/1/21
Single Family Resi,0.98,2021,3,39,3/11/21
Single Family Resi,1.12,2021,3,39,3/21/21
Single Family Resi,0.86,2021,3,39,3/17/21
Single Family Resi,1.47,2021,3,39,3/31/21
Single Family Resi,1.11,2021,3,39,3/19/21
Single Family Resi,0.89,2021,3,39,3/6/21
Single Family Resi,1.1,2021,3,39,3/26/21
Single Family Resi,1.01,2021,3,39,3/22/21
Single Family Resi,1.17,2021,3,39,3/30/21
Single Family Resi,1.34,2021,3,39,3/6/21
Single Family Resi,1.19,2021,3,39,3/1/21
Single Family Resi,1.11,2021,3,39,3/23/21
Single Family Resi,0.84,2021,3,39,3/9/21
Single Family Resi,0.91,2021,3,39,3/26/21
Single Family Resi,0.98,2021,3,39,3/2/21
Duplex,1.22,2021,3,39,3/15/21
Single Family Resi,0.83,2021,3,39,3/26/21
Single Family Resi,1.13,2021,3,39,3/22/21
Single Family Resi,0.84,2021,3,39,3/27/21
Single Family Resi,0.86,2021,3,39,3/10/21
Single Family Resi,1.12,2021,3,39,3/23/21
Duplex,0.77,2021,3,39,3/25/21
Duplex,1.21,2021,3,39,3/30/21
Duplex,0.73,2021,3,39,3/10/21
Single Family Resi,1.31,2021,3,39,3/1/21
Townhouse,1.38,2021,3,39,3/21/21
Single Family Resi,1.5,2021,3,39,3/10/21
Single Family Resi,1.19,2021,3,39,3/25/21
Condominium,1.21,2021,3,39,3/21/21
Single Family Resi,1.05,2021,3,39,3/18/21
Townhouse,1.21,2021,3,39,3/1/21
Townhouse,1.23,2021,3,39,3/11/21
Condominium,1.1,2021,3,39,3/10/21
Single Family Resi,1.28,2021,3,39,3/18/21
Single Family Resi,1.14,2021,3,39,3/29/21
Single Family Resi,1.15,2021,3,39,3/8/21
Single Family Resi,1.14,2021,3,39,3/1/21
Single Family Resi,1.51,2021,3,39,3/5/21
Single Family Resi,1.38,2021,3,39,3/18/21
Single Family Resi,1.16,2021,3,39,3/15/21
Manufactured Home,1.23,2021,3,39,3/17/21
Condominium,1.19,2021,3,39,3/26/21
Single Family Resi,1.11,2021,3,39,3/1/21
Single Family Resi,1.12,2021,3,39,3/1/21
Single Family Resi,1.22,2021,3,39,3/14/21
Single Family Resi,1.05,2021,3,39,3/1/21
Single Family Resi,1.14,2021,3,39,3/28/21
Single Family Resi,1.25,2021,3,39,3/15/21
Single Family Resi,1.19,2021,3,39,3/29/21
Single Family Resi,1.34,2021,3,39,3/31/21
Single Family Resi,0.84,2021,3,39,3/15/21
Single Family Resi,1.23,2021,3,39,3/7/21
Single Family Resi,1.38,2021,3,39,3/4/21
Single Family Resi,1.92,2021,3,39,3/1/21
Duplex,0.82,2021,3,39,3/5/21
Single Family Resi,1.44,2021,3,39,3/21/21
Single Family Resi,1.16,2021,3,39,3/22/21
Single Family Resi,1.3,2021,3,39,3/30/21
Single Family Resi,1.46,2021,3,39,3/7/21
Single Family Resi,1.64,2021,3,39,3/23/21
Single Family Resi,1.44,2021,3,39,3/1/21
Single Family Resi,1.15,2021,3,39,3/30/21
Single Family Resi,1.22,2021,3,39,3/16/21
Single Family Resi,1.39,2021,3,39,3/17/21
Single Family Resi,1.21,2021,3,39,3/15/21
Single Family Resi,1.21,2021,3,39,3/26/21
Single Family Resi,1.22,2021,3,39,3/21/21
Single Family Resi,1.03,2021,3,39,3/15/21
Single Family Resi,1.2,2021,3,39,3/24/21
Single Family Resi,1.58,2021,3,39,3/22/21
Single Family Resi,1.4,2021,3,39,3/27/21
Apartment,0.45,2021,3,39,3/16/21
Apartment,1.61,2021,3,39,3/8/21
Apartment,2.04,2021,3,39,3/1/21
Apartment,1.51,2021,3,39,3/2/21
Apartment,1.45,2021,3,39,3/11/21
Apartment,1.51,2021,3,39,3/12/21
Condominium,1.18,2021,3,39,3/29/21
Apartment,1.33,2021,3,39,3/18/21
Apartment,2.04,2021,3,39,3/5/21
Condominium,2.29,2021,3,39,3/6/21
Apartment,2.08,2021,3,39,3/16/21
Apartment,2.74,2021,3,39,3/8/21
Condominium,2.13,2021,3,39,3/15/21
Condominium,2.14,2021,3,39,3/12/21
Condominium,1.59,2021,3,39,3/15/21
Apartment,2.1,2021,3,39,3/18/21
Condominium,1.77,2021,3,39,3/26/21
Apartment,0.04,2021,3,39,3/12/21
Condominium,2.38,2021,3,39,3/1/21
Condominium,1.32,2021,3,39,3/15/21
Condominium,1.65,2021,3,39,3/5/21
Condominium,2.14,2021,3,39,3/8/21
Condominium,2.54,2021,3,39,3/15/21
Condominium,1.83,2021,3,39,3/17/21
Condominium,2.43,2021,3,39,3/30/21
Condominium,2.08,2021,3,39,3/26/21
Condominium,1.12,2021,3,39,3/22/21
Condominium,1.65,2021,3,39,3/8/21
Condominium,1.52,2021,3,39,3/10/21
See Remarks,0.35,2021,3,39,3/1/21
Single Family Resi,1.17,2021,3,39,3/26/21
Condominium,2.29,2021,3,39,3/18/21
Condominium,1.74,2021,3,39,3/26/21
Condominium,2.32,2021,3,39,3/29/21
Condominium,2.16,2021,3,39,3/31/21
Apartment,2.72,2021,3,39,3/1/21
Condominium,2.52,2021,3,39,3/12/21
Condominium,1.67,2021,3,39,3/1/21
Condominium,2.36,2021,3,39,3/23/21
Apartment,2.35,2021,3,39,3/1/21
Apartment,1.59,2021,3,39,3/11/21
Condominium,1.44,2021,3,39,3/1/21
Condominium,2.36,2021,3,39,3/26/21
Condominium,1.32,2021,3,39,3/31/21
Condominium,1.51,2021,3,39,3/23/21
Condominium,1.64,2021,3,39,3/15/21
Townhouse,1.97,2021,3,39,3/6/21
Condominium,1.11,2021,3,39,3/5/21
Condominium,1.97,2021,3,39,3/12/21
Duplex,0.35,2021,3,39,3/20/21
Condominium,1.52,2021,3,39,3/17/21
Condominium,2.11,2021,3,39,3/10/21
Condominium,2.15,2021,3,39,3/31/21
Apartment,1.8,2021,3,39,3/1/21
Quadruplex,2.57,2021,3,39,3/11/21
Condominium,2.46,2021,3,39,3/7/21
Apartment,1.91,2021,3,39,3/1/21
Condominium,1.43,2021,3,39,3/1/21
Condominium,1.93,2021,3,39,3/31/21
Duplex,1.78,2021,3,39,3/8/21
Condominium,2.15,2021,3,39,3/1/21
Condominium,1.82,2021,3,39,3/14/21
Single Family Resi,2.45,2021,3,39,3/22/21
Quadruplex,0.76,2021,3,39,3/15/21
Single Family Resi,1.91,2021,3,39,3/21/21
Condominium,1.64,2021,3,39,3/9/21
Condominium,1.84,2021,3,39,3/19/21
Condominium,2.12,2021,3,39,3/16/21
Triplex,1.35,2021,3,39,3/21/21
Duplex,0.67,2021,3,39,3/24/21
Single Family Resi,1.83,2021,3,39,3/28/21
Townhouse,2.08,2021,3,39,3/23/21
Duplex,1.98,2021,3,39,3/28/21
Duplex,1.15,2021,3,39,3/9/21
Condominium,1.97,2021,3,39,3/4/21
Apartment,2.09,2021,3,39,3/29/21
Single Family Resi,2.16,2021,3,39,3/20/21
Condominium,1.86,2021,3,39,3/10/21
Single Family Resi,2.14,2021,3,39,3/26/21
Single Family Resi,2.85,2021,3,39,3/1/21
Single Family Resi,2.11,2021,3,39,3/1/21
Single Family Resi,1.95,2021,3,39,3/1/21
Single Family Resi,2.38,2021,3,39,3/27/21
Single Family Resi,1.52,2021,3,39,3/30/21
Single Family Resi,2.17,2021,3,39,3/8/21
Single Family Resi,2.26,2021,3,39,3/1/21
Single Family Resi,2.69,2021,3,39,3/5/21
Duplex,1.36,2021,3,39,3/2/21
Duplex,1.33,2021,3,39,3/31/21
Single Family Resi,1.42,2021,3,39,3/23/21
Condominium,1.17,2021,3,39,3/1/21
Single Family Resi,1.15,2021,3,39,3/11/21
Single Family Resi,0.93,2021,3,39,3/26/21
Condominium,1.52,2019,7,19,7/22/19
Condominium,1.67,2019,7,19,7/20/19
Condominium,1.74,2019,7,19,7/1/19
Condominium,1.66,2019,7,19,7/7/19
Condominium,1.92,2019,7,19,7/18/19
Condominium,1.74,2019,7,19,7/15/19
Quadruplex,1.25,2019,7,19,7/11/19
Condominium,1.32,2019,7,19,7/22/19
Apartment,1.27,2019,7,19,7/3/19
Condominium,1.81,2019,7,19,7/1/19
Condominium,1.56,2019,7,19,7/31/19
Townhouse,1.49,2019,7,19,7/17/19
Condominium,1.9,2019,7,19,7/11/19
Condominium,1.51,2019,7,19,7/1/19
Condominium,1.45,2019,7,19,7/15/19
Condominium,1.44,2019,7,19,7/12/19
Condominium,1.3,2019,7,19,7/29/19
Condominium,1.31,2019,7,19,7/14/19
Condominium,1.56,2019,7,19,7/31/19
Condominium,1.94,2019,7,19,7/26/19
Condominium,1.39,2019,7,19,7/20/19
Duplex,1.66,2019,7,19,7/1/19
Townhouse,0.98,2019,7,19,7/15/19
Duplex,0.67,2019,7,19,7/26/19
Duplex,1.51,2019,7,19,7/15/19
Duplex,1.51,2019,7,19,7/15/19
Duplex,1.32,2019,7,19,7/15/19
Townhouse,1.21,2019,7,19,7/8/19
Townhouse,1.44,2019,7,19,7/15/19
Condominium,1.3,2019,7,19,7/15/19
Duplex,1.17,2019,7,19,7/30/19
Condominium,1.3,2019,7,19,7/16/19
Apartment,1.4,2019,7,19,7/27/19
Duplex,1.31,2019,7,19,7/25/19
Single Family Resi,1.33,2019,7,19,7/18/19
Single Family Resi,1.22,2019,7,19,7/5/19
Townhouse,1.23,2019,7,19,7/30/19
Duplex,1.06,2019,7,19,7/16/19
Single Family Resi,1.7,2019,7,19,7/10/19
Single Family Resi,1.27,2019,7,19,7/13/19
Single Family Resi,1.53,2019,7,19,7/3/19
Single Family Resi,1.11,2019,7,19,7/29/19
Single Family Resi,1.32,2019,7,19,7/6/19
Single Family Resi,1.39,2019,7,19,7/23/19
Single Family Resi,1.35,2019,7,19,7/4/19
Single Family Resi,1.86,2019,7,19,7/8/19
Condominium,3.17,2019,7,19,7/25/19
Condominium,3.33,2019,7,19,7/20/19
Apartment,2.63,2019,7,19,7/24/19
Apartment,2.29,2019,7,19,7/30/19
Apartment,2.44,2019,7,19,7/21/19
Apartment,2.86,2019,7,19,7/8/19
Condominium,1.68,2019,7,19,7/5/19
Apartment,3.0,2019,7,19,7/31/19
Apartment,3.13,2019,7,19,7/20/19
Apartment,2.6,2019,7,19,7/8/19
Apartment,1.61,2019,7,19,7/11/19
Apartment,2.6,2019,7,19,7/1/19
Apartment,1.44,2019,7,19,7/9/19
Apartment,2.15,2019,7,19,7/17/19
Apartment,2.15,2019,7,19,7/9/19
Condominium,0.18,2019,7,19,7/25/19
Quadruplex,1.83,2019,7,19,7/26/19
Single Family Resi,1.39,2019,7,19,7/8/19
Condominium,1.61,2019,7,19,7/12/19
Duplex,0.66,2019,7,19,7/17/19
Condominium,1.46,2019,7,19,7/12/19
Duplex,2.06,2019,7,19,7/13/19
Condominium,2.16,2019,7,19,7/20/19
Duplex,1.32,2019,7,19,7/8/19
Duplex,2.11,2019,7,19,7/13/19
Duplex,2.47,2019,7,19,7/1/19
Single Family Resi,2.04,2019,7,19,7/28/19
Townhouse,1.43,2019,7,19,7/6/19
See Remarks,1.91,2019,7,19,7/22/19
Townhouse,0.24,2019,7,19,7/12/19
Triplex,2.46,2019,7,19,7/18/19
Single Family Resi,1.79,2019,7,19,7/23/19
Condominium,2.24,2019,7,19,7/22/19
Duplex,1.36,2019,7,19,7/1/19
Condominium,1.37,2019,7,19,7/26/19
Single Family Resi,1.77,2019,7,19,7/22/19
Single Family Resi,1.58,2019,7,19,7/7/19
Duplex,2.32,2019,7,19,7/15/19
Condominium,1.77,2019,7,19,7/26/19
Single Family Resi,1.94,2019,7,19,7/1/19
Condominium,2.58,2019,7,19,7/10/19
Single Family Resi,2.47,2019,7,19,7/1/19
Triplex,2.49,2019,7,19,7/21/19
Single Family Resi,1.65,2019,7,19,7/31/19
Condominium,1.91,2019,7,19,7/22/19
Single Family Resi,1.94,2019,7,19,7/25/19
Condominium,1.52,2019,7,19,7/28/19
Single Family Resi,1.42,2019,7,19,7/22/19
Apartment,2.81,2019,7,19,7/22/19
Single Family Resi,1.81,2019,7,19,7/3/19
See Remarks,3.19,2019,7,19,7/1/19
Single Family Resi,2.56,2019,7,19,7/12/19
Single Family Resi,1.78,2019,7,19,7/1/19
Single Family Resi,1.89,2019,7,19,7/15/19
Single Family Resi,2.94,2019,7,19,7/15/19
Single Family Resi,1.61,2019,7,19,7/25/19
Single Family Resi,2.65,2019,7,19,7/30/19
Single Family Resi,3.17,2019,7,19,7/15/19
Single Family Resi,2.01,2019,7,19,7/19/19
Single Family Resi,2.06,2019,7,19,7/7/19
Townhouse,2.45,2019,7,19,7/29/19
Single Family Resi,3.68,2019,7,19,7/19/19
Single Family Resi,2.26,2019,7,19,7/25/19
Condominium,1.49,2019,7,19,7/15/19
Single Family Resi,3.45,2019,7,19,7/17/19
Quadruplex,0.29,2019,7,19,7/16/19
Quadruplex,0.3,2019,7,19,7/31/19
Quadruplex,1.22,2019,7,19,7/9/19
Quadruplex,0.24,2019,7,19,7/30/19
Condominium,1.2,2019,7,19,7/13/19
Duplex,1.46,2019,7,19,7/29/19
Duplex,1.46,2019,7,19,7/12/19
Duplex,0.67,2019,7,19,7/24/19
Single Family Resi,0.65,2019,7,19,7/4/19
Duplex,1.4,2019,7,19,7/2/19
Duplex,1.25,2019,7,19,7/1/19
Duplex,1.2,2019,7,19,7/19/19
Duplex,1.45,2019,7,19,7/19/19
Duplex,0.7,2019,7,19,7/3/19
Single Family Resi,0.94,2019,7,19,7/2/19
Condominium,1.36,2019,7,19,7/14/19
Single Family Resi,1.68,2019,7,19,7/19/19
Single Family Resi,1.12,2019,7,19,7/18/19
Condominium,1.22,2019,7,19,7/30/19
Single Family Resi,1.3,2019,7,19,7/18/19
Townhouse,1.33,2019,7,19,7/19/19
Single Family Resi,1.11,2019,7,19,7/1/19
Single Family Resi,1.15,2019,7,19,7/20/19
Single Family Resi,0.98,2019,7,19,7/1/19
Single Family Resi,1.27,2019,7,19,7/5/19
Single Family Resi,1.36,2019,7,19,7/20/19
Single Family Resi,0.83,2019,7,19,7/30/19
Single Family Resi,1.2,2019,7,19,7/1/19
Single Family Resi,1.28,2019,7,19,7/6/19
Single Family Resi,1.38,2019,7,19,7/1/19
Single Family Resi,1.2,2019,7,19,7/13/19
Single Family Resi,1.18,2019,7,19,7/13/19
Single Family Resi,1.13,2019,7,19,7/26/19
Single Family Resi,0.97,2019,7,19,7/30/19
Single Family Resi,1.13,2019,7,19,7/11/19
Single Family Resi,1.43,2019,7,19,7/26/19
Single Family Resi,1.32,2019,7,19,7/8/19
Single Family Resi,1.16,2019,7,19,7/1/19
Single Family Resi,1.15,2019,7,19,7/9/19
Single Family Resi,1.12,2019,7,19,7/13/19
Single Family Resi,1.35,2019,7,19,7/6/19
Single Family Resi,1.79,2019,7,19,7/15/19
Single Family Resi,1.12,2019,7,19,7/31/19
Single Family Resi,1.28,2019,7,19,7/31/19
Single Family Resi,1.4,2019,7,19,7/2/19
Single Family Resi,1.23,2019,7,19,7/9/19
Single Family Resi,1.12,2019,7,19,7/1/19
Single Family Resi,1.21,2019,7,19,7/2/19
Single Family Resi,1.23,2019,7,19,7/29/19
Single Family Resi,1.49,2019,7,19,7/30/19
Single Family Resi,1.02,2019,7,19,7/19/19
Single Family Resi,1.58,2019,7,19,7/31/19
Condominium,1.03,2019,7,19,7/22/19
Condominium,1.22,2019,7,19,7/5/19
Single Family Resi,0.9,2019,7,19,7/19/19
Single Family Resi,1.39,2019,7,19,7/25/19
Single Family Resi,1.74,2019,7,19,7/4/19
Single Family Resi,1.02,2019,7,19,7/15/19
Single Family Resi,1.23,2019,7,19,7/12/19
Single Family Resi,2.04,2019,7,19,7/19/19
Apartment,1.31,2019,7,19,7/25/19
Condominium,1.35,2019,7,19,7/24/19
Apartment,2.24,2019,7,19,7/22/19
Apartment,2.24,2019,7,19,7/1/19
Quadruplex,0.23,2019,7,19,7/20/19
See Remarks,1.11,2019,7,19,7/3/19
Quadruplex,0.91,2019,7,19,7/31/19
Quadruplex,1.04,2019,7,19,7/25/19
Apartment,1.29,2019,7,19,7/31/19
Condominium,1.69,2019,7,19,7/5/19
See Remarks,1.35,2019,7,19,7/10/19
Condominium,1.37,2019,7,19,7/17/19
Condominium,1.77,2019,7,19,7/1/19
Duplex,0.76,2019,7,19,7/1/19
See Remarks,1.41,2019,7,19,7/10/19
Apartment,1.27,2019,7,19,7/5/19
Quadruplex,1.33,2019,7,19,7/24/19
Apartment,1.33,2019,7,19,7/19/19
Condominium,1.44,2019,7,19,7/29/19
Duplex,0.72,2019,7,19,7/15/19
Quadruplex,1.31,2019,7,19,7/26/19
Triplex,1.33,2019,7,19,7/27/19
Single Family Resi,1.67,2019,7,19,7/30/19
Single Family Resi,1.83,2019,7,19,7/20/19
Apartment,1.22,2019,7,19,7/31/19
Condominium,1.17,2019,7,19,7/17/19
Duplex,0.74,2019,7,19,7/18/19
See Remarks,2.31,2019,7,19,7/5/19
Townhouse,1.38,2019,7,19,7/19/19
Duplex,1.58,2019,7,19,7/15/19
Single Family Resi,1.72,2019,7,19,7/27/19
Condominium,1.8,2019,7,19,7/12/19
Single Family Resi,1.43,2019,7,19,7/22/19
Single Family Resi,1.83,2019,7,19,7/7/19
Duplex,0.58,2019,7,19,7/17/19
Single Family Resi,1.81,2019,7,19,7/12/19
Condominium,1.31,2019,7,19,7/20/19
Single Family Resi,1.85,2019,7,19,7/5/19
Condominium,1.68,2019,7,19,7/31/19
Single Family Resi,1.42,2019,7,19,7/14/19
Single Family Resi,1.93,2019,7,19,7/25/19
Single Family Resi,1.82,2019,7,19,7/19/19
Single Family Resi,1.61,2019,7,19,7/12/19
Single Family Resi,1.27,2019,7,19,7/19/19
Single Family Resi,1.84,2019,7,19,7/24/19
Single Family Resi,1.41,2019,7,19,7/30/19
Single Family Resi,1.3,2019,7,19,7/1/19
Single Family Resi,1.17,2019,7,19,7/19/19
Duplex,1.26,2019,7,19,7/23/19
Single Family Resi,1.55,2019,7,19,7/12/19
Single Family Resi,0.93,2019,7,19,7/1/19
Single Family Resi,1.07,2019,7,19,7/2/19
Single Family Resi,1.82,2019,7,19,7/27/19
Single Family Resi,2.21,2019,7,19,7/4/19
Single Family Resi,1.84,2019,7,19,7/15/19
Single Family Resi,2.09,2019,7,19,7/19/19
Single Family Resi,1.8,2019,7,19,7/8/19
Single Family Resi,1.99,2019,7,19,7/20/19
Duplex,2.04,2019,7,19,7/1/19
Single Family Resi,1.7,2019,7,19,7/1/19
Condominium,1.79,2019,7,19,7/1/19
Single Family Resi,1.93,2019,7,19,7/15/19
Townhouse,1.84,2019,7,19,7/1/19
Single Family Resi,1.96,2019,7,19,7/20/19
Single Family Resi,1.84,2019,7,19,7/3/19
Single Family Resi,1.54,2019,7,19,7/5/19
Single Family Resi,2.26,2019,7,19,7/19/19
Condominium,1.72,2019,7,19,7/1/19
Single Family Resi,2.07,2019,7,19,7/17/19
Single Family Resi,2.13,2019,7,19,7/30/19
Duplex,0.63,2019,7,19,7/28/19
Single Family Resi,2.2,2019,7,19,7/15/19
Quadruplex,1.34,2019,7,19,7/5/19
Condominium,1.13,2019,7,19,7/2/19
Condominium,1.48,2019,7,19,7/19/19
Condominium,1.51,2019,7,19,7/16/19
Condominium,1.65,2019,7,19,7/21/19
Quadruplex,1.12,2019,7,19,7/1/19
Quadruplex,0.24,2019,7,19,7/31/19
Duplex,1.21,2019,7,19,7/1/19
Condominium,1.5,2019,7,19,7/26/19
Condominium,1.5,2019,7,19,7/22/19
Duplex,0.99,2019,7,19,7/1/19
Quadruplex,1.14,2019,7,19,7/25/19
